10.98901,0
27.27273,1
31.70732,0
34.78261,0
36.36364,1
37.83784,0
40,0
40,0
40.35088,0
40.74074,0
45.33333,0
45.71429,0
49.18033,0
50,1
56.25,1
56.25,1
60.52632,0
67.44186,0
73.17073,1
79.62382,1
